Connection No,Reading,Date,Consumption,Bill,Members,,,
HOUSE_29,2215,12/7/2019,236,,2,,,
HOUSE_30,784,1/21/2016,222,,4,,,
HOUSE_30,776,2/18/2016,273,,4,,,
HOUSE_30,802,3/21/2016,187,,4,,,
HOUSE_30,828,4/23/2016,252,,4,,,
HOUSE_30,869,5/24/2016,197,,4,,,
HOUSE_30,895,6/20/2016,247,,4,,,
HOUSE_30,926,7/24/2016,279,,4,,,
HOUSE_30,950,8/23/2016,253,,4,,,
HOUSE_30,974,9/19/2016,261,,4,,,
HOUSE_30,1000,10/20/2016,248,,4,,,
HOUSE_30,1024,11/20/2016,286,,4,,,
HOUSE_30,1057,12/22/2016,251,,4,,,
HOUSE_30,1084,1/21/2017,245,,4,,,
HOUSE_30,1109,2/20/2017,236,,4,,,
HOUSE_30,1136,3/19/2017,179,,4,,,
HOUSE_30,1164,4/19/2017,200,,4,,,
HOUSE_30,1191,5/19/2017,192,,4,,,
HOUSE_30,1218,6/16/2017,220,,4,,,
HOUSE_30,1269,7/20/2017,188,,4,,,
HOUSE_30,1285,8/6/2017,212,,4,,,
HOUSE_30,1316,9/8/2017,192,,4,,,
HOUSE_30,1330,10/12/2017,193,,4,,,
HOUSE_30,1330,11/9/2017,203,,4,,,
HOUSE_30,1330,12/8/2017,201,,4,,,
HOUSE_30,1330,1/5/2018,300,,4,,,
HOUSE_30,31,2/8/2018,127,,4,,,
HOUSE_30,58,3/3/2018,126,,4,,,
HOUSE_30,98,4/6/2018,187,,4,,,
HOUSE_30,128,5/5/2018,126,,4,,,
HOUSE_30,161,6/7/2018,127,,4,,,
HOUSE_30,189,7/4/2018,174,,4,,,
HOUSE_30,222,8/5/2018,173,,4,,,
HOUSE_30,260,9/8/2018,136,,4,,,
HOUSE_30,287,10/8/2018,176,,4,,,
HOUSE_30,320,11/10/2018,181,,4,,,
HOUSE_30,346,12/8/2018,203,,4,,,
HOUSE_30,380,1/10/2019,206,,4,,,
HOUSE_30,404,2/3/2019,224,,4,,,
HOUSE_30,437,3/7/2019,216,,4,,,
HOUSE_30,462,4/5/2019,215,,4,,,
HOUSE_30,487,5/11/2019,212,,4,,,
HOUSE_30,510,6/14/2019,227,,4,,,
HOUSE_30,537,7/11/2019,276,,4,,,
HOUSE_30,571,8/9/2019,241,,4,,,
HOUSE_30,605,9/8/2019,214,,4,,,
HOUSE_30,642,10/9/2019,234,,4,,,
HOUSE_30,672,11/8/2019,274,,4,,,
HOUSE_30,702,12/7/2019,,,4,,,
HOUSE_Null,,,,,,,,
